-110.616892112	-44.5883455231	15.080730237	-8.68431265254
-110.600763282	-44.5448759285	14.9051809793	-8.67477752802
-110.584658363	-44.5014036239	14.7281421855	-8.66461752981
-110.56899578	-44.4578508672	14.5493859912	-8.65388749636
-110.553356392	-44.4142955276	14.3704628992	-8.64271988738
-110.538158888	-44.3706620173	14.1920876167	-8.63099078775
-110.522983867	-44.3270260471	14.0152936338	-8.61862881919
-110.508250129	-44.2833142078	13.8412691633	-8.60562411396
-110.493538162	-44.2396000278	13.667611736	-8.59197207709
-110.479266723	-44.1958122987	13.4932104792	-8.57768388221
-110.465016344	-44.1520223441	13.3185515725	-8.56274924653
-110.451205598	-44.1081611735	13.1434400683	-8.54715360264
-110.437415207	-44.0642978885	12.9682574208	-8.53081254221
-110.424063404	-44.0203657328	12.7933029299	-8.51376272116
-110.410731252	-43.97643157	12.6186264027	-8.49611000316
-110.39783648	-43.9324308934	12.4456094018	-8.47778162943
-110.384960659	-43.8884283129	12.2746594715	-8.45870952453
-110.372520882	-43.8443615791	12.1055263679	-8.43887701316
-110.36009936	-43.8002930406	11.9366211526	-8.41817630983
-110.348112395	-43.7561627139	11.7647067752	-8.39673334731
-110.336142992	-43.7120306777	11.5936759943	-8.37468328848
-110.324606518	-43.6678392188	11.42695606	-8.35197406187
-110.313086917	-43.6236461419	11.2606330765	-8.3286293848
-110.302000428	-43.5793957482	11.0928435906	-8.30460951726
-110.290930126	-43.5351438242	10.9251403194	-8.27990531468
-110.280291675	-43.4908368801	10.7586937959	-8.25455980536
-110.26966873	-43.4465284895	10.5939587246	-8.22859726702
-110.25947249	-43.4021678345	10.4320516236	-8.20203049832
-110.249291083	-43.3578058123	10.2700164193	-8.17484898248
-110.23953423	-43.3133938591	10.1059488748	-8.14709403429
-110.229791543	-43.2689806142	9.94178041612	-8.11882348729
-110.220471129	-43.2245197591	9.77751379352	-8.0900472145
-110.211164223	-43.180057684	9.61324214824	-8.0607851356
-110.202277155	-43.1355503075	9.44874518257	-8.03107080107
-110.19340294	-43.091041779	9.28607086216	-8.00093908219
-110.184946029	-43.046490238	9.12595148111	-7.97041200979
-110.176501326	-43.0019376092	8.96608782565	-7.9395334469
-110.16847125	-42.9573442391	8.80580723683	-7.90836726841
-110.160452742	-42.9127498417	8.64582874671	-7.87696523147
-110.152846069	-42.868116952	8.48725790338	-7.84537869187
-110.145250333	-42.8234830919	8.32925178213	-7.81362689004
-110.138063523	-42.7788129642	8.17063450507	-7.78149667607
-110.130887023	-42.7341419197	8.01217129039	-7.74935834805
-110.124116423	-42.6894368065	7.85875420914	-7.71726472116
-110.117355516	-42.6447308264	7.70729565595	-7.68529782708
-110.110997368	-42.5999929484	7.55179407066	-7.65351054329
-110.104648302	-42.5552542502	7.39680910289	-7.62196465367
-110.098698759	-42.5104857938	7.24456451397	-7.59073597554
-110.092757697	-42.4657165603	7.09449327964	-7.55983641623
-110.087212799	-42.4209196774	6.9458316531	-7.5292988404
-110.081675789	-42.3761220575	6.79718471865	-7.49916266493
-110.076531492	-42.3312988622	6.64838464635	-7.46946369173
-110.071394495	-42.286474967	6.49959705245	-7.44025371386
-110.066646664	-42.2416275348	6.35455168026	-7.41152415585
-110.061905557	-42.1967794364	6.21037448408	-7.38326224355
-110.057549972	-42.1519098023	6.0610511025	-7.35551497746
-110.053200542	-42.1070395328	5.91112256779	-7.32829142276
-110.049232907	-42.0621496897	5.76443298706	-7.30156793998
-110.045270867	-42.0172592391	5.62150566566	-7.27529558978
-110.041686794	-41.9723511375	5.48780644895	-7.24940002329
-110.038107766	-41.9274424534	5.35463785769	-7.22388345633
-110.034902799	-41.8825179989	5.21424501577	-7.19874298584
-110.031702334	-41.8375929842	5.07119922829	-7.17387226507
-110.028871951	-41.7926540369	4.92515743741	-7.14916101646
-110.026045537	-41.7477145489	4.77974941837	-7.12450285774
-110.02358515	-41.7027629219	4.63628283352	-7.09990251338
-110.021128209	-41.6578107714	4.49282326585	-7.0753989265
-110.019033156	-41.6128482311	4.349015403	-7.05085067639
-110.016941034	-41.5678851816	4.20538848455	-7.02606709115
-110.015206605	-41.5229134452	4.06387767463	-7.00103279783
-110.013474602	-41.4779412117	3.92302342108	-6.97575713239
-110.01209603	-41.4329619475	3.78078017362	-6.95014926721
-110.010719386	-41.387982196	3.63857319329	-6.92415610452
-110.009691848	-41.3429970223	3.49712557604	-6.89772182283
-110.008665754	-41.2980113689	3.35636549669	-6.87075984388
-110.007984381	-41.2530218538	3.21633430793	-6.84326802913
-110.007303974	-41.2080318643	3.07802106417	-6.81525636452
-110.006963853	-41.1630395248	2.94105912379	-6.78663959848
-110.006624232	-41.1180467143	2.80411886374	-6.75738635157
