35.6897	139.6922	38.0	JP	Tokyo
-6.2146	106.8451	34.5	ID	Jakarta
28.66	77.23	29.6	IN	Delhi
18.9667	72.8333	23.4	IN	Mumbai
14.5958	120.9772	23.1	PH	Manila
31.1667	121.4667	22.1	CN	Shanghai
-23.5504	-46.6339	22.0	BR	São Paulo
37.5833	127	21.8	KR	Seoul
19.4333	-99.1333	21.0	MX	Mexico City
23.1288	113.259	20.9	CN	Guangzhou
39.905	116.3914	19.4	CN	Beijing
30.0561	31.2394	19.4	EG	Cairo
